component_id,name,observed_version,original_cpe,source,source_name,description,payload_summary,actual_product,actual_vendor,actual_product_version,product_classification,product_reason,product_evidence,version_reason,version_evidence,cpe_family,cpe_family_binding_basis,cpe_resolution_path,active_exact_match,deprecated_match,deprecated_resolution,resolved_active_cpe,configuration_gate_passed,configuration_only_match,configuration_criteria,proposed_gt_cpe,proposed_decision,decision_reason,discrepancy_fields,evidence_strength,human_validation_required,human_validation_reason,exact_firmware_evidence
199638,data-sender-mod-base,1.15-1,cpe:2.3:a:data-sender-mod-base:data-sender-mod-base:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-base,Base input plugin,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod base,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Base input plugin; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-base.control; list=/usr/lib/opkg/info/data-sender-mod-base.list; status_version_matches=True
199639,data-sender-mod-format-custom,1.15-1,cpe:2.3:a:data-sender-mod-format-custom:data-sender-mod-format-custom:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-format-custom,Format plugin for data concatenation,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod format custom,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Format plugin for data concatenation; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-format-custom.control; list=/usr/lib/opkg/info/data-sender-mod-format-custom.list; status_version_matches=True
199640,data-sender-mod-gsm,1.15-1,cpe:2.3:a:data-sender-mod-gsm:data-sender-mod-gsm:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-gsm,Input plugin for gsm information,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/usr/share/acl.d/ds_gsm.json,data sender mod gsm,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Input plugin for gsm information; paths=/usr/share/acl.d/ds_gsm.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-gsm.control; list=/usr/lib/opkg/info/data-sender-mod-gsm.list; status_version_matches=True
199641,data-sender-mod-http,1.15-1,cpe:2.3:a:data-sender-mod-http:data-sender-mod-http:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-http,Output plugin for sending data over http,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod http,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Output plugin for sending data over http; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-http.control; list=/usr/lib/opkg/info/data-sender-mod-http.list; status_version_matches=True
199642,data-sender-mod-lua-in,1.15-1,cpe:2.3:a:data-sender-mod-lua-in:data-sender-mod-lua-in:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-lua-in,Input plugin for custom scripts,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/data_sender/modules/input/lua/example_input_lua.lua,data sender mod lua in,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Input plugin for custom scripts; paths=/etc/data_sender/modules/input/lua/example_input_lua.lua,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-lua-in.control; list=/usr/lib/opkg/info/data-sender-mod-lua-in.list; status_version_matches=True
199643,data-sender-mod-lua_format,1.15-1,cpe:2.3:a:data-sender-mod-lua_format:data-sender-mod-lua_format:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-lua_format,Output plugin for custom formating,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/data_sender/modules/format/lua/example_format_lua.lua,data sender mod lua format,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Output plugin for custom formating; paths=/etc/data_sender/modules/format/lua/example_format_lua.lua,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-lua_format.control; list=/usr/lib/opkg/info/data-sender-mod-lua_format.list; status_version_matches=True
199644,data-sender-mod-mdcollect,1.15-1,cpe:2.3:a:data-sender-mod-mdcollect:data-sender-mod-mdcollect:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-mdcollect,Input plugin for data usage information,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/usr/share/acl.d/ds_mdcollect.json,data sender mod mdcollect,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Input plugin for data usage information; paths=/usr/share/acl.d/ds_mdcollect.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-mdcollect.control; list=/usr/lib/opkg/info/data-sender-mod-mdcollect.list; status_version_matches=True
199645,data-sender-mod-mnfinfo,1.15-1,cpe:2.3:a:data-sender-mod-mnfinfo:data-sender-mod-mnfinfo:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-mnfinfo,Input plugin for manufacturer information,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod mnfinfo,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Input plugin for manufacturer information; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-mnfinfo.control; list=/usr/lib/opkg/info/data-sender-mod-mnfinfo.list; status_version_matches=True
199646,data-sender-mod-modbus-alarm,1.15-1,cpe:2.3:a:data-sender-mod-modbus-alarm:data-sender-mod-modbus-alarm:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-modbus-alarm,Input plugin for modbus alarm gathering,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod modbus alarm,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Input plugin for modbus alarm gathering; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-modbus-alarm.control; list=/usr/lib/opkg/info/data-sender-mod-modbus-alarm.list; status_version_matches=True
199647,data-sender-mod-modbus,1.15-1,cpe:2.3:a:data-sender-mod-modbus:data-sender-mod-modbus:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-modbus,Input plugin for modbus data gathering,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod modbus,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Input plugin for modbus data gathering; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-modbus.control; list=/usr/lib/opkg/info/data-sender-mod-modbus.list; status_version_matches=True
199648,data-sender-mod-mqtt-in,1.15-1,cpe:2.3:a:data-sender-mod-mqtt-in:data-sender-mod-mqtt-in:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-mqtt-in,Input plugin for subscribing MQTT data,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod mqtt in,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Input plugin for subscribing MQTT data; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-mqtt-in.control; list=/usr/lib/opkg/info/data-sender-mod-mqtt-in.list; status_version_matches=True
199649,data-sender-mod-mqtt-out,1.15-1,cpe:2.3:a:data-sender-mod-mqtt-out:data-sender-mod-mqtt-out:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-mqtt-out,Output plugin for sending data over MQTT,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod mqtt out,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Output plugin for sending data over MQTT; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-mqtt-out.control; list=/usr/lib/opkg/info/data-sender-mod-mqtt-out.list; status_version_matches=True
199650,data-sender-mod-opcua,1.15-1,cpe:2.3:a:data-sender-mod-opcua:data-sender-mod-opcua:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-opcua,Input plugin for OPC UA data gathering,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod opcua,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Input plugin for OPC UA data gathering; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-opcua.control; list=/usr/lib/opkg/info/data-sender-mod-opcua.list; status_version_matches=True
199651,data-sender-mod-ubus,1.15-1,cpe:2.3:a:data-sender-mod-ubus:data-sender-mod-ubus:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender-mod-ubus,Output plugin for sending data over UBUS,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,data sender mod ubus,Teltonika,1.15-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=package/teltonika/data_sender; role=PLUGIN_OR_MODULE; Description=Output plugin for sending data over UBUS; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/data-sender-mod-ubus.control; list=/usr/lib/opkg/info/data-sender-mod-ubus.list; status_version_matches=True
199652,data-sender,1.15-1,cpe:2.3:a:data-sender:data-sender:1.15-1:*:*:*:*:*:*:*,package/teltonika/data_sender,data-sender,Data sender daemon by Teltonika,files=6; exec=2; lib=0; plugin=0; kmod=0; paths=/usr/sbin/datasender | /lib/troubleshoot/data_sender.sh | /etc/init.d/data_sender | /etc/config/data_sender | /usr/share/acl.d/data_sender.json | /lib/data_sender/libdata_sender.sh,Data Sender,Teltonika,1.15-1,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/data_sender; Description=Data sender daemon by Teltonika; paths=/usr/sbin/datasender | /lib/troubleshoot/data_sender.sh | /etc/init.d/data_sender | /etc/config/data_sender | /usr/share/acl.d/data_sender.json | /lib/data_sender/libdata_sender.sh; siblings=data-sender | data-sender-mod-base | data-sender-mod-format-custom | data-sender-mod-gsm | data-sender-mod-http | data-sender-mod-lua-in | data-sender-mod-lua_format | data-sender-mod-mdcollect | data-sender-mod-mnfinfo | data-sender-mod-modbus | data-sender-mod-modbus-alarm | data-sender-mod-mqtt-in | data-sender-mod-mqtt-out | data-sender-mod-opcua | data-sender-mod-ubus,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:data_sender,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/data-sender.control; list=/usr/lib/opkg/info/data-sender.list; status_version_matches=True
199653,davici,1.4-1,cpe:2.3:a:davici:davici:1.4-1:*:*:*:*:*:*:*,package/libs/davici,davici,"The davici library provides a client implementation of the
strongSwan VICI protocol for integration into external applications.",files=3; exec=0; lib=3; plugin=0; kmod=0; paths=/usr/lib/libdavici.so | /usr/lib/libdavici.so.0.1.0,davici,strongSwan,1.4,PRODUCT_IDENTITY_CONFIRMED,The exact package description and installed core executable/library identify the named upstream product; package role was not used as a hard gate.,"Source=package/libs/davici; Description=The davici library provides a client implementation of the
strongSwan VICI protocol for integration into external applications.; paths=/usr/lib/libdavici.so | /usr/lib/libdavici.so.0.1.0; siblings=davici",PRODUCT_SPECIFIC_UPSTREAM_VERSION_NORMALIZATION,Observed 1.4-1 was normalized to 1.4 using the exact package/source structure and product-specific official release evidence.,a:strongswan:davici,VERIFIED_UPSTREAM_TO_CPE_FAMILY,VERSION_NOT_IN_DICTIONARY,,,NOT_ENCOUNTERED,,false,false,,cpe:2.3:a:strongswan:davici:1.4:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,ACTIVE_FAMILY_EXACT_VERSION_ABSENT,"[""VENDOR"", ""VERSION""]",MODERATE,true,PROPOSED_GT_CPE_CONFIRMATION,control=/usr/lib/opkg/info/davici.control; list=/usr/lib/opkg/info/davici.list; status_version_matches=True
199654,ddns-scripts,2025-02-06-1,cpe:2.3:a:ddns-scripts:ddns-scripts:2025-02-06-1:*:*:*:*:*:*:*,package/teltonika/ddns-scripts,ddns-scripts,Dynamic DNS Client scripts (with IPv6 support) - Info: http://wiki.openwrt.org/doc/howto/ddns.client,files=10; exec=3; lib=0; plugin=0; kmod=0; paths=/usr/lib/ddns/dynamic_dns_updater.sh | /usr/lib/ddns/dynamic_dns_functions.sh | /etc/uci-defaults/ddns.defaults | /etc/ddns/services | /usr/share/acl.d/ddns.json,ddns scripts,Teltonika,2025-02-06-1,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/ddns-scripts; Description=Dynamic DNS Client scripts (with IPv6 support) - Info: http://wiki.openwrt.org/doc/howto/ddns.client; paths=/usr/lib/ddns/dynamic_dns_updater.sh | /usr/lib/ddns/dynamic_dns_functions.sh | /etc/uci-defaults/ddns.defaults | /etc/ddns/services | /usr/share/acl.d/ddns.json; siblings=ddns-scripts | ddns-scripts_cloudflare.com-v4 | ddns-scripts_no-ip_com | ddns-scripts_nsupdate | tlt-ddns,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:ddns_scripts,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/ddns-scripts.control; list=/usr/lib/opkg/info/ddns-scripts.list; status_version_matches=True
199655,ddns-scripts_cloudflare.com-v4,2025-02-06-1,cpe:2.3:a:ddns-scripts_cloudflare.com-v4:ddns-scripts_cloudflare.com-v4:2025-02-06-1:*:*:*:*:*:*:*,package/teltonika/ddns-scripts,ddns-scripts_cloudflare.com-v4,Dynamic DNS Client scripts extension for CloudFlare.com API-v4 (require/install cURL),files=1; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/lib/ddns/update_cloudflare_com_v4.sh,ddns scripts cloudflare.com v4,Teltonika,2025-02-06-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Package payload is a configuration, split support, suite library, or optional subsystem; no parent CPE is inherited.",Exact control/list/status: Source=package/teltonika/ddns-scripts; role=SPLIT_RUNTIME_PACKAGE; Description=Dynamic DNS Client scripts extension for CloudFlare.com API-v4 (require/install cURL); paths=/usr/lib/ddns/update_cloudflare_com_v4.sh,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/ddns-scripts_cloudflare.com-v4.control; list=/usr/lib/opkg/info/ddns-scripts_cloudflare.com-v4.list; status_version_matches=True
